transactionId, period, transactionStatus, units, magnitude, subject
12661,2005.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12662,2005.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12663,2005.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12664,2005.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12665,2005.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12666,2005.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12667,2005.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12668,2005.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12669,2005.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12670,2005.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12671,2006.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12672,2006.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12673,2006.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12674,2006.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12675,2006.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12676,2006.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12677,2006.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12678,2006.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12679,2006.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12680,2006.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12681,2006.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12682,2006.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12683,2007.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12684,2007.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12685,2007.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12686,2007.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12687,2007.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12688,2007.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12689,2007.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12690,2007.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12691,2007.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12692,2007.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12693,2007.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12694,2007.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12695,2008.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12696,2008.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12697,2008.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12698,2008.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12699,2008.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12700,2008.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12701,2008.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12702,2008.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12703,2008.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12704,2008.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12705,2008.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12706,2008.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12707,2009.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12708,2009.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12709,2009.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12710,2009.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12711,2009.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12712,2009.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12713,2009.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12714,2009.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12715,2009.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12716,2009.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12717,2009.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12718,2009.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12719,2010.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12720,2010.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12721,2010.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12722,2010.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12723,2010.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12724,2010.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12725,2010.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12726,2010.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12727,2010.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12728,2010.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12729,2010.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12730,2010.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12731,2011.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12732,2011.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12733,2011.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12734,2011.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12735,2011.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12736,2011.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12737,2011.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12738,2011.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12739,2011.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12740,2011.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12741,2011.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12742,2011.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12743,2012.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12744,2012.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12745,2012.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12746,2012.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12747,2012.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12748,2012.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12749,2012.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12750,2012.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12751,2012.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12752,2012.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12753,2012.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12754,2012.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12755,2013.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12756,2013.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12757,2013.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12758,2013.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12759,2013.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12760,2013.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12761,2013.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12762,2013.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12763,2013.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12764,2013.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12765,2013.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12766,2013.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12767,2014.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12768,2014.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12769,2014.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12770,2014.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12771,2014.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12772,2014.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12773,2014.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12774,2014.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12775,2014.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12776,2014.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12777,2014.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12778,2014.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12779,2015.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12780,2015.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12781,2015.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12782,2015.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12783,2015.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12784,2015.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12785,2015.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12786,2015.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12787,2015.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12788,2015.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12789,2015.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12790,2015.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12791,2016.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12792,2016.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12793,2016.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12794,2016.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12795,2016.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12796,2016.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12797,2016.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12798,2016.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12799,2016.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12800,2016.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12801,2016.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12802,2016.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12803,2017.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12804,2017.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12805,2017.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12806,2017.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12807,2017.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12808,2017.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12809,2017.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12810,2017.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12811,2017.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12812,2017.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12813,2017.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12814,2017.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12815,2018.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12816,2018.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12817,2018.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12818,2018.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12819,2018.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12820,2018.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12821,2018.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12822,2018.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12823,2018.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12824,2018.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12825,2018.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12826,2018.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12827,2019.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12828,2019.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12829,2019.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12830,2019.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12831,2019.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12832,2019.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12833,2019.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12834,2019.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12835,2019.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12836,2019.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12837,2019.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12838,2019.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12839,2020.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12840,2020.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12841,2020.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12842,2020.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12843,2020.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12844,2020.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12845,2020.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12846,2020.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12847,2020.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12849,2020.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12850,2020.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12851,2021.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12852,2021.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12853,2021.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12854,2021.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12855,2021.05,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12856,2021.06,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12857,2021.07,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12858,2021.08,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12859,2021.09,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12860,2021.1,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12861,2021.11,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12862,2021.12,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12863,2022.01,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12864,2022.02,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12865,2022.03,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12866,2022.04,TRANSACTION FAILED,Number,0,Electronic Card Transactions (ANZSIC06) - ECT
12900,2002.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12901,2002.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12902,2002.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12903,2003.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12904,2003.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12905,2003.03,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12906,2003.04,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12907,2003.05,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12908,2003.06,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12909,2003.07,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12910,2003.08,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12911,2003.09,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12912,2003.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12913,2003.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12914,2003.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12915,2004.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12916,2004.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12917,2004.03,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12918,2004.04,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12919,2004.05,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12920,2004.06,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12921,2004.07,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12922,2004.08,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12923,2004.09,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12924,2004.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12925,2004.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12926,2004.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12927,2005.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12928,2005.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12929,2005.03,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12930,2005.04,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12931,2005.05,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12932,2005.06,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12933,2005.07,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12934,2005.08,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12935,2005.09,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12936,2005.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12937,2005.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12938,2005.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12939,2006.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12940,2006.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12941,2006.03,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12942,2006.04,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12943,2006.05,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12944,2006.06,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12945,2006.07,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12946,2006.08,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12947,2006.09,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12948,2006.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12949,2006.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12950,2006.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12951,2007.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12952,2007.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12953,2007.03,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12954,2007.04,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12955,2007.05,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12956,2007.06,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12957,2007.07,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12958,2007.08,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12959,2007.09,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12960,2007.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12961,2007.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12962,2007.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12963,2008.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12964,2008.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12965,2008.03,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12966,2008.04,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12967,2008.05,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12968,2008.06,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12969,2008.07,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12970,2008.08,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12971,2008.09,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12972,2008.1,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12973,2008.11,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12974,2008.12,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12975,2009.01,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
12976,2009.02,TRANSACTION FAILED,Dollars,0,Electronic Card Transactions (ANZSIC06) - ECT
